local,raca_cor,ano,genero,idade,taxa_ocupacao
Fortaleza,Branca,2016,Fem,Total,"87,8%"
Fortaleza,Branca,2016,Total,14-19,"44,7%"
Fortaleza,Branca,2016,Total,20-29,"83,9%"
Fortaleza,Branca,2016,Total,30-39,"92,8%"
Fortaleza,Branca,2016,Total,40-49,"96,5%"
Fortaleza,Branca,2016,Total,50-59,"97,1%"
Fortaleza,Branca,2016,Total,60-65,"100,0%"
Fortaleza,Branca,2016,Total,66+,"100,0%"
Fortaleza,Branca,2017,Total,Total,"87,4%"
Fortaleza,Branca,2017,Masc,14-19,"49,7%"
Fortaleza,Branca,2017,Masc,20-29,"71,9%"
Fortaleza,Branca,2017,Masc,30-39,"94,7%"
Fortaleza,Branca,2017,Masc,40-49,"93,7%"
Fortaleza,Branca,2017,Masc,50-59,"98,6%"
Fortaleza,Branca,2017,Masc,60-65,"100,0%"
Fortaleza,Branca,2017,Masc,66+,"100,0%"
Fortaleza,Branca,2017,Fem,14-19,"68,3%"
Fortaleza,Branca,2017,Fem,20-29,"76,2%"
Fortaleza,Branca,2017,Fem,30-39,"91,8%"
Fortaleza,Branca,2017,Fem,40-49,"95,1%"
Fortaleza,Branca,2017,Fem,50-59,"96,4%"
Fortaleza,Branca,2017,Fem,60-65,"100,0%"
Fortaleza,Branca,2017,Fem,66+,"100,0%"
Fortaleza,Branca,2017,Masc,Total,"86,7%"
Fortaleza,Branca,2017,Fem,Total,"88,3%"
Fortaleza,Branca,2017,Total,14-19,"59,2%"
Fortaleza,Branca,2017,Total,20-29,"73,8%"
Fortaleza,Branca,2017,Total,30-39,"93,2%"
Fortaleza,Branca,2017,Total,40-49,"94,3%"
Fortaleza,Branca,2017,Total,50-59,"97,5%"
Fortaleza,Branca,2017,Total,60-65,"100,0%"
Fortaleza,Branca,2017,Total,66+,"100,0%"
Fortaleza,Branca,2018,Total,Total,"90,3%"
Fortaleza,Branca,2018,Masc,14-19,"63,4%"
Fortaleza,Branca,2018,Masc,20-29,"83,2%"
Fortaleza,Branca,2018,Masc,30-39,"90,9%"
Fortaleza,Branca,2018,Masc,40-49,"99,5%"
Fortaleza,Branca,2018,Masc,50-59,"94,6%"
Fortaleza,Branca,2018,Masc,60-65,"97,1%"
Fortaleza,Branca,2018,Masc,66+,"100,0%"
Fortaleza,Branca,2018,Fem,14-19,"35,9%"
Fortaleza,Branca,2018,Fem,20-29,"76,8%"
Fortaleza,Branca,2018,Fem,30-39,"96,4%"
Fortaleza,Branca,2018,Fem,40-49,"90,9%"
Fortaleza,Branca,2018,Fem,50-59,"97,7%"
Fortaleza,Branca,2018,Fem,60-65,"94,0%"
Fortaleza,Branca,2018,Fem,66+,"90,1%"
Fortaleza,Branca,2018,Masc,Total,"91,3%"
Fortaleza,Branca,2018,Fem,Total,"89,2%"
Fortaleza,Branca,2018,Total,14-19,"47,8%"
Fortaleza,Branca,2018,Total,20-29,"80,4%"
Fortaleza,Branca,2018,Total,30-39,"93,7%"
Fortaleza,Branca,2018,Total,40-49,"94,6%"
Fortaleza,Branca,2018,Total,50-59,"96,2%"
Fortaleza,Branca,2018,Total,60-65,"95,9%"
Fortaleza,Branca,2018,Total,66+,"96,7%"
Fortaleza,Branca,2019,Total,Total,"90,5%"
Fortaleza,Branca,2019,Masc,14-19,"28,5%"
Fortaleza,Branca,2019,Masc,20-29,"87,9%"
Fortaleza,Branca,2019,Masc,30-39,"96,2%"
Fortaleza,Branca,2019,Masc,40-49,"100,0%"
Fortaleza,Branca,2019,Masc,50-59,"90,3%"
Fortaleza,Branca,2019,Masc,60-65,"100,0%"
Fortaleza,Branca,2019,Masc,66+,"100,0%"
Fortaleza,Branca,2019,Fem,14-19,"50,5%"
Fortaleza,Branca,2019,Fem,20-29,"84,0%"
Fortaleza,Branca,2019,Fem,30-39,"91,0%"
Fortaleza,Branca,2019,Fem,40-49,"93,1%"
Fortaleza,Branca,2019,Fem,50-59,"96,0%"
Fortaleza,Branca,2019,Fem,60-65,"90,4%"
Fortaleza,Branca,2019,Fem,66+,"100,0%"
Fortaleza,Branca,2019,Masc,Total,"91,5%"
Fortaleza,Branca,2019,Fem,Total,"89,6%"
Fortaleza,Branca,2019,Total,14-19,"36,4%"
Fortaleza,Branca,2019,Total,20-29,"85,6%"
Fortaleza,Branca,2019,Total,30-39,"93,4%"
Fortaleza,Branca,2019,Total,40-49,"96,4%"
Fortaleza,Branca,2019,Total,50-59,"93,3%"
Fortaleza,Branca,2019,Total,60-65,"95,6%"
Fortaleza,Branca,2019,Total,66+,"100,0%"
Fortaleza,Branca,2020,Total,Total,"91,0%"
Fortaleza,Branca,2020,Masc,14-19,"53,9%"
Fortaleza,Branca,2020,Masc,20-29,"80,6%"
Fortaleza,Branca,2020,Masc,30-39,"93,6%"
Fortaleza,Branca,2020,Masc,40-49,"98,7%"
Fortaleza,Branca,2020,Masc,50-59,"95,2%"
Fortaleza,Branca,2020,Masc,60-65,"96,5%"
Fortaleza,Branca,2020,Masc,66+,"100,0%"
Fortaleza,Branca,2020,Fem,14-19,"85,4%"
Fortaleza,Branca,2020,Fem,20-29,"77,4%"
Fortaleza,Branca,2020,Fem,30-39,"93,3%"
Fortaleza,Branca,2020,Fem,40-49,"92,9%"
Fortaleza,Branca,2020,Fem,50-59,"96,0%"
Fortaleza,Branca,2020,Fem,60-65,"100,0%"
Fortaleza,Branca,2020,Fem,66+,"100,0%"
Fortaleza,Branca,2020,Masc,Total,"91,7%"
Fortaleza,Branca,2020,Fem,Total,"90,4%"
Fortaleza,Branca,2020,Total,14-19,"64,6%"
Fortaleza,Branca,2020,Total,20-29,"78,7%"
Fortaleza,Branca,2020,Total,30-39,"93,4%"
Fortaleza,Branca,2020,Total,40-49,"96,3%"
Fortaleza,Branca,2020,Total,50-59,"95,7%"
Fortaleza,Branca,2020,Total,60-65,"97,9%"
Fortaleza,Branca,2020,Total,66+,"100,0%"
Fortaleza,Branca,2021,Total,Total,"88,0%"
Fortaleza,Branca,2021,Masc,14-19,"82,2%"
Fortaleza,Branca,2021,Masc,20-29,"82,4%"
Fortaleza,Branca,2021,Masc,30-39,"100,0%"
Fortaleza,Branca,2021,Masc,40-49,"96,5%"
Fortaleza,Branca,2021,Masc,50-59,"100,0%"
Fortaleza,Branca,2021,Masc,60-65,"93,9%"
Fortaleza,Branca,2021,Masc,66+,"100,0%"
Fortaleza,Branca,2021,Fem,14-19,"26,2%"
Fortaleza,Branca,2021,Fem,20-29,"75,9%"
Fortaleza,Branca,2021,Fem,30-39,"78,7%"
Fortaleza,Branca,2021,Fem,40-49,"91,6%"
Fortaleza,Branca,2021,Fem,50-59,"96,9%"
Fortaleza,Branca,2021,Fem,60-65,"100,0%"
Fortaleza,Branca,2021,Fem,66+,"100,0%"
Fortaleza,Branca,2021,Masc,Total,"93,3%"
Fortaleza,Branca,2021,Fem,Total,"82,4%"
Fortaleza,Branca,2021,Total,14-19,"45,7%"
Fortaleza,Branca,2021,Total,20-29,"79,9%"
Fortaleza,Branca,2021,Total,30-39,"90,2%"
Fortaleza,Branca,2021,Total,40-49,"93,9%"
Fortaleza,Branca,2021,Total,50-59,"98,2%"
Fortaleza,Branca,2021,Total,60-65,"96,6%"
Fortaleza,Branca,2021,Total,66+,"100,0%"
Fortaleza,Branca,2022,Total,Total,"91,5%"
Fortaleza,Branca,2022,Masc,14-19,"38,9%"
Fortaleza,Branca,2022,Masc,20-29,"80,4%"
Fortaleza,Branca,2022,Masc,30-39,"94,4%"
Fortaleza,Branca,2022,Masc,40-49,"96,6%"
Fortaleza,Branca,2022,Masc,50-59,"96,7%"
Fortaleza,Branca,2022,Masc,60-65,"92,0%"
Fortaleza,Branca,2022,Masc,66+,"97,7%"
Fortaleza,Branca,2022,Fem,14-19,"72,3%"
Fortaleza,Branca,2022,Fem,20-29,"89,7%"
Fortaleza,Branca,2022,Fem,30-39,"96,1%"
Fortaleza,Branca,2022,Fem,40-49,"98,1%"
Fortaleza,Branca,2022,Fem,50-59,"98,3%"
Fortaleza,Branca,2022,Fem,60-65,"97,0%"
Fortaleza,Branca,2022,Fem,66+,"100,0%"
Fortaleza,Branca,2022,Masc,Total,"89,7%"
Fortaleza,Branca,2022,Fem,Total,"93,9%"
Fortaleza,Branca,2022,Total,14-19,"59,0%"
Fortaleza,Branca,2022,Total,20-29,"84,4%"
Fortaleza,Branca,2022,Total,30-39,"95,1%"
Fortaleza,Branca,2022,Total,40-49,"97,4%"
Fortaleza,Branca,2022,Total,50-59,"97,3%"
Fortaleza,Branca,2022,Total,60-65,"93,6%"
Fortaleza,Branca,2022,Total,66+,"98,8%"
Fortaleza,Ignorado,2012,Total,Total,"100,0%"
Fortaleza,Ignorado,2012,Masc,20-29,"100,0%"
Fortaleza,Ignorado,2012,Masc,30-39,"100,0%"
Fortaleza,Ignorado,2012,Masc,40-49,"100,0%"
Fortaleza,Ignorado,2012,Fem,20-29,"100,0%"
Fortaleza,Ignorado,2012,Fem,30-39,"100,0%"
Fortaleza,Ignorado,2012,Fem,40-49,"100,0%"
Fortaleza,Ignorado,2012,Masc,Total,"100,0%"
Fortaleza,Ignorado,2012,Fem,Total,"100,0%"
Fortaleza,Ignorado,2012,Total,20-29,"100,0%"
Fortaleza,Ignorado,2012,Total,30-39,"100,0%"
Fortaleza,Ignorado,2012,Total,40-49,"100,0%"
Fortaleza,Ignorado,2013,Total,Total,"100,0%"
Fortaleza,Ignorado,2013,Masc,14-19,"100,0%"
Fortaleza,Ignorado,2013,Masc,20-29,"100,0%"
Fortaleza,Ignorado,2013,Masc,30-39,"100,0%"
Fortaleza,Ignorado,2013,Fem,14-19,"100,0%"
Fortaleza,Ignorado,2013,Fem,20-29,"100,0%"
Fortaleza,Ignorado,2013,Fem,30-39,"100,0%"
Fortaleza,Ignorado,2013,Fem,40-49,"100,0%"
Fortaleza,Ignorado,2013,Fem,50-59,"100,0%"
Fortaleza,Ignorado,2013,Masc,Total,"100,0%"
Fortaleza,Ignorado,2013,Fem,Total,"100,0%"
Fortaleza,Ignorado,2013,Total,14-19,"100,0%"
Fortaleza,Ignorado,2013,Total,20-29,"100,0%"
Fortaleza,Ignorado,2013,Total,30-39,"100,0%"
Fortaleza,Ignorado,2013,Total,40-49,"100,0%"
Fortaleza,Ignorado,2013,Total,50-59,"100,0%"
Fortaleza,Ignorado,2014,Total,Total,"94,1%"
Fortaleza,Ignorado,2014,Masc,20-29,"100,0%"
Fortaleza,Ignorado,2014,Masc,30-39,"100,0%"
Fortaleza,Ignorado,2014,Masc,60-65,"100,0%"
Fortaleza,Ignorado,2014,Fem,14-19,"0,0%"
Fortaleza,Ignorado,2014,Fem,30-39,"100,0%"
Fortaleza,Ignorado,2014,Fem,50-59,"100,0%"
Fortaleza,Ignorado,2014,Fem,60-65,"100,0%"
Fortaleza,Ignorado,2014,Masc,Total,"100,0%"
Fortaleza,Ignorado,2014,Fem,Total,"77,8%"
Fortaleza,Ignorado,2014,Total,14-19,"0,0%"
Fortaleza,Ignorado,2014,Total,20-29,"100,0%"
Fortaleza,Ignorado,2014,Total,30-39,"100,0%"
Fortaleza,Ignorado,2014,Total,50-59,"100,0%"
Fortaleza,Ignorado,2014,Total,60-65,"100,0%"
Fortaleza,Ignorado,2015,Total,Total,"86,3%"
Fortaleza,Ignorado,2015,Masc,20-29,"100,0%"
Fortaleza,Ignorado,2015,Masc,40-49,"100,0%"
Fortaleza,Ignorado,2015,Fem,14-19,"100,0%"
Fortaleza,Ignorado,2015,Fem,20-29,"53,6%"
Fortaleza,Ignorado,2015,Fem,30-39,"70,5%"
Fortaleza,Ignorado,2015,Fem,40-49,"100,0%"
Fortaleza,Ignorado,2015,Masc,Total,"100,0%"
Fortaleza,Ignorado,2015,Fem,Total,"73,9%"
Fortaleza,Ignorado,2015,Total,14-19,"100,0%"
Fortaleza,Ignorado,2015,Total,20-29,"86,8%"
Fortaleza,Ignorado,2015,Total,30-39,"70,5%"
Fortaleza,Ignorado,2015,Total,40-49,"100,0%"
Fortaleza,Ignorado,2016,Total,Total,"100,0%"
Fortaleza,Ignorado,2016,Masc,40-49,"100,0%"
Fortaleza,Ignorado,2016,Masc,66+,"100,0%"
Fortaleza,Ignorado,2016,Fem,30-39,"100,0%"
Fortaleza,Ignorado,2016,Fem,50-59,"100,0%"
Fortaleza,Ignorado,2016,Fem,66+,"100,0%"
Fortaleza,Ignorado,2016,Masc,Total,"100,0%"
Fortaleza,Ignorado,2016,Fem,Total,"100,0%"
Fortaleza,Ignorado,2016,Total,30-39,"100,0%"
Fortaleza,Ignorado,2016,Total,40-49,"100,0%"
Fortaleza,Ignorado,2016,Total,50-59,"100,0%"
Fortaleza,Ignorado,2016,Total,66+,"100,0%"
Fortaleza,Ignorado,2017,Total,Total,"79,7%"
Fortaleza,Ignorado,2017,Masc,14-19,"0,0%"
Fortaleza,Ignorado,2017,Masc,20-29,"0,0%"
Fortaleza,Ignorado,2017,Masc,30-39,"60,7%"
Fortaleza,Ignorado,2017,Masc,40-49,"100,0%"
Fortaleza,Ignorado,2017,Masc,50-59,"100,0%"
Fortaleza,Ignorado,2017,Masc,66+,"100,0%"
Fortaleza,Ignorado,2017,Fem,14-19,"100,0%"
Fortaleza,Ignorado,2017,Fem,20-29,"100,0%"
Fortaleza,Ignorado,2017,Fem,30-39,"100,0%"
Fortaleza,Ignorado,2017,Fem,40-49,"100,0%"
Fortaleza,Ignorado,2017,Fem,60-65,"100,0%"
Fortaleza,Ignorado,2017,Masc,Total,"61,4%"
Fortaleza,Ignorado,2017,Fem,Total,"100,0%"
Fortaleza,Ignorado,2017,Total,14-19,"51,9%"
Fortaleza,Ignorado,2017,Total,20-29,"54,4%"
Fortaleza,Ignorado,2017,Total,30-39,"80,2%"
Fortaleza,Ignorado,2017,Total,40-49,"100,0%"
Fortaleza,Ignorado,2017,Total,50-59,"100,0%"
Fortaleza,Ignorado,2017,Total,60-65,"100,0%"
Fortaleza,Ignorado,2017,Total,66+,"100,0%"
Fortaleza,Ignorado,2018,Total,Total,"100,0%"
Fortaleza,Ignorado,2018,Masc,20-29,"100,0%"
Fortaleza,Ignorado,2018,Masc,30-39,"100,0%"
Fortaleza,Ignorado,2018,Masc,40-49,"100,0%"
Fortaleza,Ignorado,2018,Fem,20-29,"100,0%"
Fortaleza,Ignorado,2018,Fem,30-39,"100,0%"
Fortaleza,Ignorado,2018,Fem,40-49,"100,0%"
Fortaleza,Ignorado,2018,Fem,50-59,"100,0%"
Fortaleza,Ignorado,2018,Fem,60-65,"100,0%"
Fortaleza,Ignorado,2018,Masc,Total,"100,0%"
Fortaleza,Ignorado,2018,Fem,Total,"100,0%"
Fortaleza,Ignorado,2018,Total,20-29,"100,0%"
Fortaleza,Ignorado,2018,Total,30-39,"100,0%"
Fortaleza,Ignorado,2018,Total,40-49,"100,0%"
Fortaleza,Ignorado,2018,Total,50-59,"100,0%"
Fortaleza,Ignorado,2018,Total,60-65,"100,0%"
Fortaleza,Ignorado,2019,Total,Total,"100,0%"
Fortaleza,Ignorado,2019,Masc,20-29,"100,0%"
Fortaleza,Ignorado,2019,Masc,30-39,"100,0%"
Fortaleza,Ignorado,2019,Masc,40-49,"100,0%"
Fortaleza,Ignorado,2019,Masc,60-65,"100,0%"
Fortaleza,Ignorado,2019,Masc,66+,"100,0%"
Fortaleza,Ignorado,2019,Fem,14-19,"100,0%"
Fortaleza,Ignorado,2019,Fem,20-29,"100,0%"
Fortaleza,Ignorado,2019,Fem,40-49,"100,0%"
Fortaleza,Ignorado,2019,Fem,66+,"100,0%"
Fortaleza,Ignorado,2019,Masc,Total,"100,0%"
Fortaleza,Ignorado,2019,Fem,Total,"100,0%"
Fortaleza,Ignorado,2019,Total,14-19,"100,0%"
Fortaleza,Ignorado,2019,Total,20-29,"100,0%"
Fortaleza,Ignorado,2019,Total,30-39,"100,0%"
Fortaleza,Ignorado,2019,Total,40-49,"100,0%"
Fortaleza,Ignorado,2019,Total,60-65,"100,0%"
Fortaleza,Ignorado,2019,Total,66+,"100,0%"
Fortaleza,Ignorado,2020,Total,Total,"95,5%"
Fortaleza,Ignorado,2020,Masc,30-39,"100,0%"
Fortaleza,Ignorado,2020,Masc,50-59,"100,0%"
Fortaleza,Ignorado,2020,Fem,30-39,"87,6%"
Fortaleza,Ignorado,2020,Fem,40-49,"100,0%"
Fortaleza,Ignorado,2020,Fem,50-59,"100,0%"
Fortaleza,Ignorado,2020,Masc,Total,"100,0%"
Fortaleza,Ignorado,2020,Fem,Total,"94,1%"
Fortaleza,Ignorado,2020,Total,30-39,"91,3%"
Fortaleza,Ignorado,2020,Total,40-49,"100,0%"
Fortaleza,Ignorado,2020,Total,50-59,"100,0%"
Fortaleza,Ignorado,2021,Total,Total,"95,4%"
Fortaleza,Ignorado,2021,Masc,14-19,"0,0%"
Fortaleza,Ignorado,2021,Masc,30-39,"100,0%"
Fortaleza,Ignorado,2021,Masc,50-59,"100,0%"
Fortaleza,Ignorado,2021,Fem,14-19,"100,0%"
Fortaleza,Ignorado,2021,Fem,20-29,"100,0%"
Fortaleza,Ignorado,2021,Fem,30-39,"100,0%"
Fortaleza,Ignorado,2021,Fem,40-49,"100,0%"
Fortaleza,Ignorado,2021,Fem,50-59,"100,0%"
Fortaleza,Ignorado,2021,Fem,60-65,"100,0%"
Fortaleza,Ignorado,2021,Masc,Total,"71,9%"
Fortaleza,Ignorado,2021,Fem,Total,"100,0%"
Fortaleza,Ignorado,2021,Total,14-19,"41,8%"
Fortaleza,Ignorado,2021,Total,20-29,"100,0%"
Fortaleza,Ignorado,2021,Total,30-39,"100,0%"
Fortaleza,Ignorado,2021,Total,40-49,"100,0%"
Fortaleza,Ignorado,2021,Total,50-59,"100,0%"
Fortaleza,Ignorado,2021,Total,60-65,"100,0%"
Fortaleza,Ignorado,2022,Total,Total,"73,0%"
Fortaleza,Ignorado,2022,Masc,20-29,"64,6%"
Fortaleza,Ignorado,2022,Masc,30-39,"47,9%"
Fortaleza,Ignorado,2022,Masc,40-49,"100,0%"
Fortaleza,Ignorado,2022,Masc,50-59,"64,0%"
Fortaleza,Ignorado,2022,Masc,60-65,"100,0%"
Fortaleza,Ignorado,2022,Fem,14-19,"0,0%"
Fortaleza,Ignorado,2022,Fem,20-29,"100,0%"
Fortaleza,Ignorado,2022,Fem,30-39,"100,0%"
Fortaleza,Ignorado,2022,Fem,40-49,"64,0%"
Fortaleza,Ignorado,2022,Fem,50-59,"100,0%"
Fortaleza,Ignorado,2022,Fem,60-65,"100,0%"
Fortaleza,Ignorado,2022,Fem,66+,"100,0%"
Fortaleza,Ignorado,2022,Masc,Total,"67,3%"
Fortaleza,Ignorado,2022,Fem,Total,"81,6%"
Fortaleza,Ignorado,2022,Total,14-19,"0,0%"
Fortaleza,Ignorado,2022,Total,20-29,"67,4%"
Fortaleza,Ignorado,2022,Total,30-39,"60,0%"
Fortaleza,Ignorado,2022,Total,40-49,"80,4%"
Fortaleza,Ignorado,2022,Total,50-59,"85,3%"
Fortaleza,Ignorado,2022,Total,60-65,"100,0%"
Fortaleza,Ignorado,2022,Total,66+,"100,0%"
Fortaleza,Parda,2012,Total,Total,"90,5%"
Fortaleza,Parda,2012,Masc,14-19,"84,2%"
Fortaleza,Parda,2012,Masc,20-29,"85,9%"
Fortaleza,Parda,2012,Masc,30-39,"91,0%"
Fortaleza,Parda,2012,Masc,40-49,"94,2%"
Fortaleza,Parda,2012,Masc,50-59,"99,0%"
Fortaleza,Parda,2012,Masc,60-65,"100,0%"
Fortaleza,Parda,2012,Masc,66+,"100,0%"
Fortaleza,Parda,2012,Fem,14-19,"60,9%"
Fortaleza,Parda,2012,Fem,20-29,"88,4%"
Fortaleza,Parda,2012,Fem,30-39,"90,0%"
Fortaleza,Parda,2012,Fem,40-49,"97,7%"
Fortaleza,Parda,2012,Fem,50-59,"94,2%"
Fortaleza,Parda,2012,Fem,60-65,"100,0%"
Fortaleza,Parda,2012,Fem,66+,"100,0%"
Fortaleza,Parda,2012,Masc,Total,"90,9%"
Fortaleza,Parda,2012,Fem,Total,"90,0%"
Fortaleza,Parda,2012,Total,14-19,"73,3%"
Fortaleza,Parda,2012,Total,20-29,"87,1%"
Fortaleza,Parda,2012,Total,30-39,"90,5%"
Fortaleza,Parda,2012,Total,40-49,"95,7%"
Fortaleza,Parda,2012,Total,50-59,"96,6%"
Fortaleza,Parda,2012,Total,60-65,"100,0%"
Fortaleza,Parda,2012,Total,66+,"100,0%"
Fortaleza,Parda,2013,Total,Total,"91,5%"
Fortaleza,Parda,2013,Masc,14-19,"75,0%"
Fortaleza,Parda,2013,Masc,20-29,"86,6%"
Fortaleza,Parda,2013,Masc,30-39,"93,8%"
Fortaleza,Parda,2013,Masc,40-49,"96,0%"
Fortaleza,Parda,2013,Masc,50-59,"97,3%"
Fortaleza,Parda,2013,Masc,60-65,"97,1%"
Fortaleza,Parda,2013,Masc,66+,"100,0%"
Fortaleza,Parda,2013,Fem,14-19,"69,7%"
Fortaleza,Parda,2013,Fem,20-29,"88,6%"
Fortaleza,Parda,2013,Fem,30-39,"94,6%"
Fortaleza,Parda,2013,Fem,40-49,"96,3%"
Fortaleza,Parda,2013,Fem,50-59,"96,6%"
Fortaleza,Parda,2013,Fem,60-65,"97,5%"
Fortaleza,Parda,2013,Fem,66+,"96,0%"
Fortaleza,Parda,2013,Masc,Total,"91,3%"
Fortaleza,Parda,2013,Fem,Total,"91,7%"
Fortaleza,Parda,2013,Total,14-19,"72,5%"
Fortaleza,Parda,2013,Total,20-29,"87,5%"
Fortaleza,Parda,2013,Total,30-39,"94,2%"
Fortaleza,Parda,2013,Total,40-49,"96,1%"
Fortaleza,Parda,2013,Total,50-59,"97,0%"
Fortaleza,Parda,2013,Total,60-65,"97,3%"
Fortaleza,Parda,2013,Total,66+,"98,0%"
Fortaleza,Parda,2014,Total,Total,"93,4%"
Fortaleza,Parda,2014,Masc,14-19,"74,0%"
Fortaleza,Parda,2014,Masc,20-29,"94,7%"
Fortaleza,Parda,2014,Masc,30-39,"94,7%"
Fortaleza,Parda,2014,Masc,40-49,"97,6%"
Fortaleza,Parda,2014,Masc,50-59,"98,6%"
Fortaleza,Parda,2014,Masc,60-65,"94,2%"
Fortaleza,Parda,2014,Masc,66+,"100,0%"
Fortaleza,Parda,2014,Fem,14-19,"79,3%"
Fortaleza,Parda,2014,Fem,20-29,"88,0%"
Fortaleza,Parda,2014,Fem,30-39,"92,8%"
Fortaleza,Parda,2014,Fem,40-49,"94,3%"
Fortaleza,Parda,2014,Fem,50-59,"98,3%"
Fortaleza,Parda,2014,Fem,60-65,"94,7%"
Fortaleza,Parda,2014,Fem,66+,"100,0%"
Fortaleza,Parda,2014,Masc,Total,"94,7%"
Fortaleza,Parda,2014,Fem,Total,"91,7%"
Fortaleza,Parda,2014,Total,14-19,"76,3%"
Fortaleza,Parda,2014,Total,20-29,"91,7%"
Fortaleza,Parda,2014,Total,30-39,"93,9%"
Fortaleza,Parda,2014,Total,40-49,"96,0%"
Fortaleza,Parda,2014,Total,50-59,"98,5%"
Fortaleza,Parda,2014,Total,60-65,"94,4%"
Fortaleza,Parda,2014,Total,66+,"100,0%"
Fortaleza,Parda,2015,Total,Total,"91,8%"
Fortaleza,Parda,2015,Masc,14-19,"80,5%"
Fortaleza,Parda,2015,Masc,20-29,"85,3%"
Fortaleza,Parda,2015,Masc,30-39,"93,6%"
Fortaleza,Parda,2015,Masc,40-49,"97,2%"
Fortaleza,Parda,2015,Masc,50-59,"94,6%"
Fortaleza,Parda,2015,Masc,60-65,"94,7%"
Fortaleza,Parda,2015,Masc,66+,"100,0%"
Fortaleza,Parda,2015,Fem,14-19,"71,2%"
Fortaleza,Parda,2015,Fem,20-29,"87,3%"
Fortaleza,Parda,2015,Fem,30-39,"94,0%"
Fortaleza,Parda,2015,Fem,40-49,"97,1%"
Fortaleza,Parda,2015,Fem,50-59,"94,8%"
Fortaleza,Parda,2015,Fem,60-65,"100,0%"
Fortaleza,Parda,2015,Fem,66+,"100,0%"
Fortaleza,Parda,2015,Masc,Total,"91,7%"
Fortaleza,Parda,2015,Fem,Total,"92,0%"
Fortaleza,Parda,2015,Total,14-19,"76,6%"
Fortaleza,Parda,2015,Total,20-29,"86,1%"
Fortaleza,Parda,2015,Total,30-39,"93,8%"
Fortaleza,Parda,2015,Total,40-49,"97,2%"
Fortaleza,Parda,2015,Total,50-59,"94,7%"
Fortaleza,Parda,2015,Total,60-65,"96,8%"
Fortaleza,Parda,2015,Total,66+,"100,0%"
Fortaleza,Parda,2016,Total,Total,"86,6%"
Fortaleza,Parda,2016,Masc,14-19,"59,2%"
Fortaleza,Parda,2016,Masc,20-29,"81,4%"
Fortaleza,Parda,2016,Masc,30-39,"92,5%"
Fortaleza,Parda,2016,Masc,40-49,"94,2%"
Fortaleza,Parda,2016,Masc,50-59,"93,5%"
Fortaleza,Parda,2016,Masc,60-65,"98,4%"
Fortaleza,Parda,2016,Masc,66+,"100,0%"
Fortaleza,Parda,2016,Fem,14-19,"53,2%"
Fortaleza,Parda,2016,Fem,20-29,"79,8%"
Fortaleza,Parda,2016,Fem,30-39,"86,0%"
Fortaleza,Parda,2016,Fem,40-49,"91,5%"
Fortaleza,Parda,2016,Fem,50-59,"92,7%"
Fortaleza,Parda,2016,Fem,60-65,"98,6%"
Fortaleza,Parda,2016,Fem,66+,"100,0%"
Fortaleza,Parda,2016,Masc,Total,"87,9%"
Fortaleza,Parda,2016,Fem,Total,"84,9%"
Fortaleza,Parda,2016,Total,14-19,"56,4%"
Fortaleza,Parda,2016,Total,20-29,"80,7%"
Fortaleza,Parda,2016,Total,30-39,"89,7%"
Fortaleza,Parda,2016,Total,40-49,"92,9%"
Fortaleza,Parda,2016,Total,50-59,"93,1%"
Fortaleza,Parda,2016,Total,60-65,"98,5%"
Fortaleza,Parda,2016,Total,66+,"100,0%"
Fortaleza,Parda,2017,Total,Total,"88,4%"
Fortaleza,Parda,2017,Masc,14-19,"65,7%"
Fortaleza,Parda,2017,Masc,20-29,"84,7%"
Fortaleza,Parda,2017,Masc,30-39,"93,9%"
Fortaleza,Parda,2017,Masc,40-49,"94,2%"
Fortaleza,Parda,2017,Masc,50-59,"92,4%"
Fortaleza,Parda,2017,Masc,60-65,"95,1%"
Fortaleza,Parda,2017,Masc,66+,"100,0%"
Fortaleza,Parda,2017,Fem,14-19,"58,8%"
Fortaleza,Parda,2017,Fem,20-29,"77,6%"
Fortaleza,Parda,2017,Fem,30-39,"92,1%"
Fortaleza,Parda,2017,Fem,40-49,"90,8%"
Fortaleza,Parda,2017,Fem,50-59,"97,3%"
Fortaleza,Parda,2017,Fem,60-65,"94,1%"
Fortaleza,Parda,2017,Fem,66+,"100,0%"
Fortaleza,Parda,2017,Masc,Total,"90,1%"
Fortaleza,Parda,2017,Fem,Total,"86,3%"
Fortaleza,Parda,2017,Total,14-19,"62,9%"
Fortaleza,Parda,2017,Total,20-29,"81,2%"
Fortaleza,Parda,2017,Total,30-39,"93,2%"
Fortaleza,Parda,2017,Total,40-49,"92,7%"
Fortaleza,Parda,2017,Total,50-59,"94,3%"
Fortaleza,Parda,2017,Total,60-65,"94,7%"
Fortaleza,Parda,2017,Total,66+,"100,0%"
Fortaleza,Parda,2018,Total,Total,"88,0%"
Fortaleza,Parda,2018,Masc,14-19,"69,9%"
Fortaleza,Parda,2018,Masc,20-29,"83,8%"
Fortaleza,Parda,2018,Masc,30-39,"92,9%"
Fortaleza,Parda,2018,Masc,40-49,"95,7%"
Fortaleza,Parda,2018,Masc,50-59,"91,1%"
Fortaleza,Parda,2018,Masc,60-65,"93,2%"
Fortaleza,Parda,2018,Masc,66+,"97,2%"
Fortaleza,Parda,2018,Fem,14-19,"51,8%"
